tweet_id,predicted_sentiment,airline_sentiment
569958935907733504,negative,negative
569958524270342144,negative,negative
569958247412723712,positive,positive
569957240960094209,negative,negative
569957053432639488,neutral,neutral
569956446487642112,positive,positive
569956201934385152,positive,positive
569956192111316992,negative,negative
569956115724660736,negative,negative
569955602782236672,negative,negative
569955551951622144,negative,negative
569955386914181121,negative,negative
569954670006763520,negative,negative
569953988537249792,negative,negative
569953683309514754,negative,negative
569953575226310656,negative,negative
569953411988369408,positive,positive
569952718707687424,neutral,negative
569952408450805760,negative,negative
569951384390344704,negative,negative
569951321719091201,positive,positive
569950450352414720,negative,negative
569950355330506752,negative,negative
569949439101546496,neutral,neutral
569948910099308545,negative,negative
569947174571675648,negative,negative
569946921265184768,negative,negative
569946703522091008,negative,negative
569946571577536512,negative,negative
569945386569363456,neutral,neutral
569945073611374592,negative,neutral
569942888643227648,neutral,neutral
569941617697644544,negative,negative
569941082420568064,negative,negative
569940883975446528,negative,negative
569939149756755968,positive,positive
569938322161668096,negative,negative
569937806518169600,negative,negative
569937143314849792,negative,negative
569936861398994945,negative,negative
569936640669581313,positive,positive
569936580883783680,negative,negative
569936565138403328,negative,negative
569936496284663809,negative,negative
569936348217352194,negative,negative
569936273227427840,negative,negative
569936062039986176,negative,negative
569936014094897152,negative,negative
569935689292259328,neutral,positive
569935261947330560,neutral,neutral
569935215654600705,negative,negative
569935135132426240,negative,negative
569934069712052224,neutral,neutral
569933879299186688,negative,negative
569933357515026432,negative,negative
569932669288652800,positive,positive
569931716049154051,positive,positive
569931387073105920,negative,negative
569930942833258496,negative,negative
569930630059974656,positive,positive
569930577643769856,negative,negative
569929653730840577,negative,negative
569929187101966336,positive,positive
569928758024667137,neutral,neutral
569928724147077120,positive,positive
569928552621182976,negative,negative
569928419435286528,negative,negative
569928277613256704,negative,negative
569928034171498496,neutral,negative
569927842173050881,neutral,neutral
569927837601402880,negative,negative
569927630469894144,negative,negative
569927263040315392,positive,positive
569926124488118272,positive,positive
569925614100189186,neutral,neutral
569925612069998593,neutral,negative
569924355011932162,negative,negative
569924201559293952,positive,positive
569923809634947072,neutral,neutral
569923507263557632,positive,positive
569923045571350528,negative,negative
569922973798420480,neutral,neutral
569922853266694145,negative,negative
569922837353402368,positive,positive
569922639185072129,negative,negative
569922479734595586,negative,negative
569922214255919105,negative,negative
569922145264009216,negative,negative
569921652374577153,negative,negative
569921309439709184,negative,negative
569920760522764288,negative,negative
569920661642088448,negative,negative
569920593597894657,negative,negative
569920508923215872,negative,negative
569920406737432577,negative,negative
569919610025152512,negative,negative
569919020784185344,negative,negative
569918932116643841,neutral,neutral
569918918602547200,negative,negative
569918466821459968,negative,negative
569918449121673216,negative,negative
569918327767879680,neutral,neutral
569918026918727680,negative,negative
569917363891499008,negative,negative
569916731595972608,negative,negative
569916555154169856,positive,negative
569916324471828481,negative,negative
569916152283041792,negative,negative
569915992303730689,negative,negative
569915643094396929,negative,negative
569915610890547200,negative,negative
569915576862183425,negative,negative
569915550127800320,negative,negative
569915529496027136,negative,negative
569915182329286656,negative,negative
569915133113323520,negative,negative
569915029950222337,negative,negative
569914377442340865,negative,negative
569914369905201153,negative,negative
569913736774823936,positive,positive
569913595762311168,negative,negative
569913288122765312,negative,negative
569912776199704578,negative,negative
569912710848057344,negative,negative
569912092351819778,negative,neutral
569911713459408896,negative,negative
569911515106582528,negative,negative
569910996824780801,neutral,neutral
569910536755748865,negative,negative
569910299983130625,negative,negative
569909742447009792,negative,negative
569909655813500928,negative,negative
569908928667996160,negative,negative
569908759125991424,positive,positive
569908628141920256,negative,negative
569908175953993728,negative,negative
569908123550375936,negative,negative
569907773309214721,negative,negative
569907564156035072,negative,negative
569907141596864514,positive,positive
569907031693520896,positive,positive
569906831352578049,positive,negative
569906598472228864,negative,negative
569905534020820992,negative,negative
569905258715082753,negative,negative
569905124723675136,neutral,neutral
569904824793362433,negative,positive
569904716328673280,negative,negative
569904406285516800,negative,negative
569903840507506688,negative,negative
569903812569276416,positive,positive
569903366647586818,negative,negative
569903120781852672,negative,negative
569902743135117314,negative,negative
569902219602100225,neutral,neutral
569902065247322112,negative,negative
569902028719173632,positive,positive
569901679975522304,negative,negative
569901512190767105,negative,negative
569901094945611776,negative,negative
569901072443166720,positive,positive
569900832616943616,negative,negative
569900131488632832,negative,negative
569899917935714305,negative,negative
569899063790825472,negative,negative
569898994408693760,negative,negative
569897003255083008,negative,negative
569896025172742144,neutral,neutral
569895406869483520,positive,negative
569894828315533312,negative,negative
569894307508965377,neutral,neutral
569890681361186818,negative,negative
569888244856455168,negative,negative
569888244155981825,negative,negative
569888119043915776,negative,negative
569887452384481280,neutral,neutral
569886575720574976,negative,negative
569886288691773440,negative,negative
569886219057926144,negative,negative
569885487508418560,negative,negative
569885185170223105,negative,negative
569885015615664129,positive,positive
569883984190005248,negative,negative
569882164382322688,negative,negative
569881449249316864,negative,negative
569880364811837441,negative,negative
569880322487263232,negative,negative
569879943988948992,negative,negative
569879623317659648,negative,negative
569879528891416577,positive,positive
569878547197616128,negative,negative
569878388464177152,negative,negative
569878139003740163,negative,negative
569877754801360897,negative,negative
569877449389051906,neutral,neutral
569876171875328000,positive,negative
569875783096741888,neutral,neutral
569875734677712896,negative,negative
569875456415170560,neutral,neutral
569875424924168193,neutral,neutral
569875203473297408,negative,negative
569874311823036416,neutral,neutral
569874043395903489,neutral,neutral
569873050117808128,positive,positive
569873019499192320,positive,neutral
569872896199258113,negative,negative
569872009380941825,negative,negative
569871433662271488,negative,negative
569870819582586880,positive,positive
569869960195006464,negative,negative
569869808092749824,negative,negative
569869476453158912,negative,negative
569868818975219712,neutral,neutral
569868764495400960,neutral,negative
569868207940603904,neutral,neutral
569868055502696449,positive,positive
569867364390449152,negative,negative
569867107749531648,negative,negative
569866490423349248,negative,negative
569866337427664897,positive,neutral
569865827274657792,negative,negative
569865540098871298,negative,negative
569865190822572033,positive,positive
569865115291533312,neutral,neutral
569865011788693504,negative,negative
569864608145502209,neutral,neutral
569864290578108419,negative,negative
569864108134301697,negative,negative
569863836615864320,negative,negative
569863765451255809,negative,negative
569863714704220160,negative,negative
569863453696876544,neutral,neutral
569862755420905473,negative,negative
569861240375386112,positive,positive
569860989400649729,neutral,neutral
569860904814301184,neutral,neutral
569860371626004480,positive,positive
569859985208770562,negative,negative
569859950215700480,neutral,neutral
569859213331189760,negative,negative
569858507341606912,negative,negative
569858231759085571,negative,negative
569857801725440002,negative,negative
569857624549625856,negative,negative
569857072310808578,negative,negative
569857003855720448,negative,negative
569856654394720256,negative,negative
569856492477657088,negative,negative
569856109613166593,negative,negative
569856081180160000,negative,negative
569854540494868481,negative,negative
569853714149867521,negative,negative
569853646411661314,negative,negative
569852334324518912,negative,negative
569852332797775872,neutral,neutral
569851578276048896,negative,negative
569851498118516736,neutral,neutral
569851299916869633,negative,negative
569850899310358531,negative,negative
569850867899170816,neutral,negative
569850216754618368,negative,neutral
569849765711769600,negative,negative
569849517077622786,negative,negative
569849299850305536,negative,negative
569847318062632960,negative,negative
569846853350457344,negative,negative
569846678351540224,negative,negative
569846237865885697,negative,negative
569845865185206273,neutral,neutral
569844088997949440,negative,negative
569842553966571520,neutral,neutral
569842452716236800,negative,negative
569842196045656064,negative,negative
569841224221392897,negative,negative
569841047456460800,negative,negative
569840341899026432,positive,positive
569839889564307458,negative,negative
569839559728439296,negative,negative
569839419211034624,negative,negative
569838973490765824,neutral,neutral
569838692220542976,negative,negative
569838593423708160,neutral,neutral
569838260077228032,negative,negative
569837273828732928,negative,negative
569836305066041344,positive,positive
569836091651592192,negative,negative
569835312106618880,neutral,neutral
569834960107868160,negative,negative
569834804943962113,negative,negative
569834720424361985,negative,neutral
569833653871742976,negative,negative
569831129773027329,negative,negative
569830265364701184,negative,negative
569827329024913408,negative,negative
569826992251473921,positive,neutral
569826411206316032,negative,negative
569824906638073856,negative,negative
569824790200111104,neutral,neutral
569824565091823616,positive,positive
569821947049218048,negative,negative
569817289874411520,negative,negative
569816394180788224,negative,negative
569816326744776705,neutral,neutral
569815968194678784,neutral,negative
569815297475149824,negative,negative
569815182265978880,positive,positive
569814010398273537,negative,negative
569813752268374016,neutral,neutral
569813373413687296,negative,negative
569812898815614977,negative,negative
569811013786312704,negative,negative
569809648712327168,neutral,neutral
569808684252942336,positive,positive
569807000927920128,positive,positive
569805215605456896,negative,negative
569804677472251904,negative,negative
569801303204851713,negative,negative
569792291264712704,neutral,neutral
569791792029151232,negative,negative
569785570320195585,neutral,negative
569785074910154752,neutral,neutral
569782352223666176,positive,positive
569781926162145281,negative,negative
569780939280093185,neutral,neutral
569780773194113025,negative,negative
569780368309657600,negative,negative
569777772115193856,negative,negative
569777329330884608,negative,negative
569769708569767936,negative,negative
569769624780165120,neutral,negative
569767266075742208,neutral,neutral
569765076980215809,negative,negative
569763359278505984,neutral,neutral
569763346431414272,negative,negative
569762463811383297,positive,negative
569762365572558848,negative,negative
569762067097501697,negative,negative
569758414810849280,negative,negative
569756967935148032,negative,negative
569755876401274880,neutral,neutral
569754680626008064,negative,negative
569753797704024065,negative,negative
569753041420865536,neutral,neutral
569751515461603328,negative,negative
569751096580812801,negative,negative
569750540302680064,negative,negative
569749896095358977,negative,negative
569749422482960384,negative,negative
569749233344983040,negative,negative
569748884164988929,negative,negative
569748687812845568,negative,negative
569748572104560640,positive,positive
569748501342478336,negative,negative
569748491943038976,negative,negative
569748289945362435,negative,negative
569748099616215040,negative,negative
569747706047934464,positive,positive
569747702981853185,negative,negative
569747668232065024,negative,negative
569746687805095936,negative,negative
569745645956771840,negative,negative
569745365940830210,negative,negative
569744378354401280,positive,negative
569744079027896320,negative,negative
569743891714347009,negative,negative
569743079491547137,negative,negative
569741986502041602,negative,negative
569741366642618368,neutral,neutral
569741325454540800,negative,negative
569741306190172161,negative,negative
569740959610572800,negative,negative
569740316577632256,negative,negative
569739044004823040,negative,negative
569738845895335936,negative,negative
569738748885278720,negative,negative
569738245237395456,negative,negative
569734991862607872,negative,negative
569734065697353729,negative,negative
569731353337581568,negative,negative
569730716692393984,negative,negative
569730682949398528,positive,positive
569730182371635200,negative,negative
569729325546602497,negative,negative
569726059937185793,negative,negative
569725892324253696,positive,positive
569725805066002432,negative,negative
569724822177095680,negative,negative
569724705063596032,negative,negative
569724682695368705,negative,negative
569724281334034432,negative,negative
569724257879502848,negative,negative
569724245963444224,negative,negative
569724186173640705,negative,negative
569724119748636672,negative,negative
569724056645140480,negative,negative
569723994468962304,negative,negative
569723985262354433,negative,negative
569723932355358720,negative,negative
569723892358467584,negative,negative
569723768773349376,negative,negative
569723119415513088,neutral,neutral
569722907187752960,neutral,negative
569722230340333569,neutral,neutral
569722020776116224,negative,negative
569721972600528897,negative,negative
569721804891271168,negative,negative
569720565319102464,negative,negative
569720394782875649,negative,negative
569717327966691330,neutral,neutral
569716774431666176,negative,negative
569716703556444161,negative,negative
569716594731044865,neutral,neutral
569716558487904258,negative,negative
569716148293349377,neutral,neutral
569716101027745792,negative,negative
569715707736420352,negative,negative
569715687469420545,negative,negative
569715563385085952,positive,positive
569715552702345216,negative,negative
569715233549369344,negative,negative
569714640764035073,negative,negative
569714541178679296,positive,positive
569713494821482498,negative,negative
569711632991047680,negative,negative
569711003585220608,negative,negative
569710853160710144,negative,negative
569710627649761282,negative,negative
569710389757419520,negative,negative
569710365770182656,negative,negative
569710260136640512,negative,negative
569710072491745280,negative,negative
569710019333107714,negative,negative
569709992175116288,negative,negative
569709452594524160,negative,negative
569709350903631873,positive,positive
569709246150893568,negative,negative
569709136813826049,negative,negative
569707970876936192,neutral,neutral
569707569448558592,neutral,neutral
569707473973739520,positive,positive
569706638283833344,negative,negative
569706336268611584,negative,negative
569705870830874625,negative,neutral
569705869816012801,neutral,positive
569705838870466561,negative,negative
569705813142409217,negative,negative
569705563287896064,positive,positive
569705220088795136,negative,negative
569705212274995201,negative,negative
569704478808485888,negative,negative
569703875390918657,negative,negative
569703480933408768,negative,negative
569703328940032000,negative,negative
569702566126325760,negative,negative
569701607144693760,negative,negative
569701377779183616,positive,positive
569701178054811648,negative,negative
569700247275876352,negative,negative
569700243383537664,positive,positive
569699965527666688,negative,negative
569699471954587648,negative,negative
569699171868938241,negative,negative
569698949474291713,negative,negative
569698788216049664,negative,negative
569698504467021824,negative,negative
569698085821001728,negative,negative
569697793801134080,negative,negative
569697646501363713,negative,negative
569697298768203776,negative,negative
569697234574581760,negative,negative
569696881330167808,negative,negative
569696313824161792,negative,negative
569695553644322816,negative,negative
569695452368670720,negative,negative
569695198239793153,neutral,neutral
569693820398510080,negative,negative
569693689766907904,negative,neutral
569693430902861824,neutral,neutral
569692936880791552,negative,negative
569692618797355009,neutral,neutral
569690742169292802,negative,negative
569690626293305344,negative,negative
569689096882425857,negative,negative
569689076439392257,negative,negative
569688560376221696,negative,negative
569687374193680384,negative,negative
569685747080372224,negative,negative
569685581787205632,positive,positive
569684963777503232,negative,negative
569684654380486656,negative,negative
569684282706259968,negative,negative
569683734951170048,negative,negative
569683647990599681,negative,negative
569683567552262145,negative,negative
569681831039074306,negative,negative
569681799984492544,negative,negative
569681746037383168,negative,negative
569681499928158208,positive,positive
569681060553826304,negative,negative
569681019185573889,negative,negative
569679871707783168,negative,negative
569679642447052800,negative,negative
569678975049588737,negative,negative
569677636613439488,negative,negative
569676933778292736,neutral,neutral
569676871744364544,negative,negative
569676535973744640,negative,negative
569673939183493120,positive,positive
569673431224074240,negative,negative
569672116750004226,neutral,neutral
569671617674022912,neutral,neutral
569671468369338368,negative,negative
569669992624431105,negative,negative
569669516185063424,negative,negative
569669336991969280,neutral,neutral
569668741484515328,negative,negative
569668488408616960,negative,negative
569667955727818752,neutral,neutral
569667082499035137,negative,negative
569666840370110465,negative,negative
569666771717890048,negative,negative
569666686086819840,negative,negative
569666679963312129,negative,negative
569666428388958209,neutral,neutral
569666352794898432,positive,positive
569666115477098496,negative,negative
569665976062644224,negative,negative
569665600403808256,negative,negative
569665343880368131,positive,neutral
569665258605842434,negative,negative
569665177135812608,negative,negative
569664849522925569,negative,negative
569664250521763840,negative,neutral
569663725172436992,negative,negative
569663687222542336,negative,negative
569663371353546752,negative,negative
569662934520999936,negative,negative
569662789377064960,negative,negative
569662132582621184,negative,negative
569662077742096385,neutral,negative
569661926067736576,negative,negative
569661767158075392,negative,negative
569660740396720128,negative,negative
569660691256188929,negative,negative
569660461601447936,negative,negative
569660452428513280,positive,positive
569659878693695488,positive,positive
569658769686339584,neutral,neutral
569658503570296832,negative,negative
569657781835460608,neutral,neutral
569657202325229568,neutral,neutral
569656504946536449,neutral,neutral
569656322154565632,negative,negative
569655584540266496,negative,negative
569654946179579904,negative,negative
569654749055864832,negative,negative
569654709964836865,negative,negative
569654439646269440,neutral,neutral
569654428636049408,neutral,neutral
569653506291818496,negative,negative
569652316816719873,negative,negative
569652058518908928,negative,negative
569651548881465345,negative,negative
569651277916999680,negative,negative
569650401085157376,negative,negative
569650320613052416,negative,negative
569649820798881792,negative,negative
569649806202642432,negative,negative
569649006986407936,neutral,neutral
569648584909434880,neutral,neutral
569648492190179328,negative,negative
569647694005870592,negative,negative
569647615194898432,negative,negative
569647413285265408,positive,positive
569647347547955200,negative,negative
569647174277042176,negative,negative
569646538814824449,negative,negative
569646535215939585,positive,positive
569646446586171392,negative,negative
569646005315973120,neutral,neutral
569645582387556352,negative,negative
569645368075554818,negative,negative
569645065792069632,negative,positive
569645048696053761,negative,negative
569644957188939777,negative,negative
569644171331538945,negative,negative
569643671198572544,positive,positive
569642899828133888,negative,negative
569642078990258176,negative,negative
569642063005753344,negative,negative
569641805073031168,negative,negative
569641735086858240,negative,negative
569641686101585921,neutral,neutral
569641615721140224,negative,negative
569641607584206850,negative,negative
569641346316640256,negative,positive
569641326536462336,negative,negative
569641319712169984,negative,negative
569641234769309696,negative,negative
569641125243301888,negative,negative
569640998491578369,negative,negative
569640163393073152,negative,negative
569640141989552128,positive,positive
569639854277066752,positive,positive
569639823734128640,negative,negative
569639780276953088,positive,positive
569639640170254336,negative,negative
569639294152806400,negative,negative
569639288649883648,neutral,neutral
569638675170131968,negative,negative
569638419384528897,negative,negative
569638013287862273,neutral,neutral
569637373853745152,negative,negative
569637147067551746,negative,negative
569636929165242368,negative,negative
569636454869151744,negative,positive
569636013443719169,negative,negative
569635707746160642,positive,positive
569635623348215808,negative,negative
569635389289459712,negative,negative
569635090214449152,negative,negative
569635077623148545,negative,negative
569634833917452288,neutral,neutral
569634748177514496,negative,negative
569634385823182852,negative,negative
569634350930636800,negative,negative
569634229627297793,negative,negative
569633545737490433,neutral,neutral
569632550873915392,negative,negative
569632420468625408,negative,negative
569632200913604608,negative,negative
569631508379664384,positive,positive
569631350304731136,negative,neutral
569631041356320768,positive,positive
569631027385245696,negative,negative
569630987858132992,negative,negative
569630959718551552,negative,negative
569630837538361344,positive,positive
569630050972143616,negative,negative
569629990129520641,positive,positive
569629819559747585,negative,negative
569629692661268480,positive,positive
569629228225859584,negative,neutral
569629019412557826,negative,negative
569628591475924994,negative,negative
569628499549548545,neutral,neutral
569627778892443648,positive,positive
569627490672517120,negative,negative
569627005852917762,negative,negative
569626978397134848,neutral,neutral
569626849183035392,neutral,positive
569626655527981058,neutral,neutral
569626585365671938,negative,negative
569626297116176384,negative,negative
569625953602834433,negative,negative
569625419097313282,positive,positive
569625173176901632,negative,negative
569624909501984768,negative,negative
569624798860587008,negative,negative
569623889686482944,negative,negative
569623343424413697,negative,negative
569623171210436608,negative,negative
569622678228705280,negative,negative
569621598849748993,negative,negative
569621528951660545,negative,negative
569621349095702528,negative,negative
569620944160886784,negative,negative
569620902742233088,negative,neutral
569620432204267520,negative,negative
569620382023622657,negative,negative
569620354781425665,negative,negative
569620098467569664,negative,negative
569620002652889088,negative,negative
569619557360381952,negative,negative
569619545893306369,negative,negative
569619325230960641,negative,negative
569619208884977664,negative,negative
569619205298855936,negative,negative
569619171866222592,negative,negative
569619001820590081,negative,negative
569618884355092480,negative,negative
569618868441722882,negative,negative
569618829627666432,negative,negative
569618440396398592,negative,negative
569618317440208896,negative,negative
569617556857851904,negative,negative
569617494908002304,neutral,positive
569617083194933248,negative,negative
569617064375271424,neutral,neutral
569617019257151488,negative,negative
569616974256472064,negative,negative
569616836884619264,negative,negative
569616634601717760,negative,negative
569616424995409921,negative,negative
569615659333627904,negative,neutral
569615644448186369,negative,negative
569615215144226816,positive,positive
569614679154143232,negative,negative
569614651400585216,negative,negative
569614009369907200,negative,negative
569613554963369985,negative,negative
569613526328717313,negative,negative
569613272049012736,negative,negative
569612999415111680,negative,negative
569610889214754816,neutral,neutral
569610824647626752,positive,positive
569609923807440896,positive,neutral
569609680961572866,negative,negative
569608870429114368,negative,negative
569608866138173440,negative,negative
569608734332162048,negative,negative
569608624814698496,negative,negative
569608322925473792,negative,negative
569606901325017090,negative,negative
569606016070844420,neutral,negative
569606005618638848,negative,negative
569605942318231553,negative,negative
569604985110994945,negative,negative
569604805116563457,neutral,neutral
569604655166009345,negative,negative
569603875671396352,negative,negative
569603669114511360,negative,negative
569603236711305216,negative,negative
569602975829757952,negative,negative
569602861467885568,negative,negative
569599713499963394,negative,negative
569599295713890304,negative,negative
569598985737867265,negative,negative
569598457809276928,negative,negative
569598171082596352,negative,negative
569598072923123712,negative,negative
569598047593713665,positive,positive
569597663953293312,negative,negative
569596665864130562,negative,negative
569596089625661440,positive,positive
569595245945597952,negative,negative
569595218401439744,negative,negative
569593910869127168,negative,negative
569592626300751873,neutral,neutral
569592236981284864,negative,negative
569592022635585536,negative,negative
569591954830450688,neutral,neutral
569591647685775361,neutral,neutral
569591642367401984,negative,negative
569591456190504961,neutral,neutral
569590151657103360,neutral,neutral
569589872094289920,negative,negative
569589829735821312,neutral,neutral
569589493138731009,negative,negative
569589319846854658,negative,negative
569588138273865728,negative,negative
569588082284101633,negative,negative
569587787680256001,negative,negative
569587728607633408,negative,negative
569586471570534400,negative,negative
569586373042278400,negative,negative
569586179185754113,negative,negative
569584717843943424,negative,negative
569584561312681984,negative,negative
569584379258900480,negative,negative
569583943772610560,negative,negative
569582862472577024,negative,negative
569581977889869825,positive,positive
569581903965265920,negative,negative
569580671112388608,neutral,neutral
569580648505020416,negative,negative
569580279251255296,negative,negative
569580197709783040,negative,negative
569580180353609729,negative,negative
569579962786689024,negative,negative
569579575291875328,negative,negative
569579474762608640,negative,negative
569578942543372288,negative,negative
569578441508458496,negative,negative
569578005430984704,negative,negative
569577959440257025,neutral,neutral
569577455176048642,negative,negative
569576418855620608,negative,negative
569576395778748416,negative,negative
569574646229684224,negative,negative
569574074936123392,negative,negative
569573704902049793,negative,negative
569571772355489792,negative,negative
569571643044929536,negative,negative
569570819757752320,negative,negative
569570644632821760,negative,negative
569570477410275328,neutral,neutral
569570444027822081,negative,negative
569570013964689410,negative,negative
569569639543541762,negative,negative
569569272898445313,negative,negative
569569152312213506,negative,negative
569568300528635906,positive,positive
569568158584950787,negative,negative
569568010555432960,negative,negative
569567685719101440,negative,negative
569567167429128192,positive,positive
569566252450107392,negative,negative
569566232803803136,negative,negative
569565822571679745,neutral,neutral
569565776010567680,negative,negative
569565328012763137,neutral,neutral
569564671688118273,negative,negative
569564060678639616,negative,negative
569563698374651904,negative,negative
569562383489896448,neutral,neutral
569562147279253504,negative,negative
569562133249130496,negative,negative
569561425955332097,negative,negative
569560633957609472,positive,positive
569560154619965440,neutral,negative
569559734199721984,negative,negative
569559433887526913,neutral,neutral
569558713079443456,negative,negative
569558589628502016,negative,negative
569557763094917120,negative,negative
569557756597776384,negative,negative
569556796525969409,negative,negative
569556131078475777,positive,positive
569555174252896258,negative,negative
569555146562080768,positive,positive
569554937744486400,negative,negative
569554916064284672,positive,positive
569554815539290112,negative,negative
569553741222952960,positive,positive
569552374882299904,neutral,neutral
569551241967067136,negative,negative
569550779520032770,neutral,neutral
569550676784578562,negative,negative
569550290753445889,negative,negative
569548316700254208,positive,positive
569547989007646721,neutral,neutral
569546412121202689,negative,negative
569545805826166784,positive,positive
569544873809989632,positive,positive
569544819510345728,neutral,neutral
569544742595391489,neutral,neutral
569544732780556288,negative,negative
569544730184261632,neutral,neutral
569544350364889088,negative,negative
569544120827379712,negative,negative
569543791176257537,negative,negative
569543771181981697,neutral,neutral
569541848877957120,positive,positive
569541591586643968,neutral,neutral
569540963091259392,negative,negative
569539834131443712,positive,positive
569539000312188928,negative,negative
569538770808266754,negative,negative
569538703732772864,negative,negative
569538171509350400,negative,negative
569537571685924864,neutral,neutral
569535507815903233,negative,negative
569535503827017730,negative,negative
569534882952716288,negative,negative
569534268130660352,negative,negative
569534175973396480,negative,negative
569533799815630848,negative,negative
569532310716080129,negative,negative
569532005320253441,negative,negative
569531988702576640,negative,negative
569531969110974464,positive,positive
569531827989454848,negative,negative
569531484903772161,neutral,neutral
569531274991239168,negative,negative
569531010167250944,negative,negative
569530483022962688,negative,negative
569529789100507136,negative,negative
569529608862875648,neutral,neutral
569528923769298945,neutral,neutral
569528348126216193,negative,negative
569527975252766720,neutral,neutral
569527524323151873,neutral,neutral
569526800767983616,negative,negative
569526294477725697,neutral,neutral
569526172335222784,neutral,neutral
569526143730077696,negative,negative
569526070615138304,negative,negative
569525760337162241,negative,negative
569525690950815745,negative,negative
569523831460761601,negative,negative
569523440547291136,negative,negative
569523231524319232,negative,negative
569522354008805376,negative,negative
569522040547385344,negative,negative
569521863891804160,neutral,neutral
569521101736439809,negative,negative
569521081125629953,negative,negative
569520712379052032,neutral,neutral
569520425312632832,positive,positive
569518979103924224,neutral,neutral
569518596231008258,neutral,neutral
569517484102909952,negative,negative
569517360828145664,negative,negative
569517323180236800,negative,negative
569516969969389568,negative,negative
569516852805808129,negative,negative
569516736162050048,positive,positive
569516566380875778,negative,negative
569515688898875393,negative,negative
569515118125408256,negative,negative
569514750842789888,negative,negative
569514430393913344,negative,negative
569514124490579969,neutral,neutral
569514063019053056,negative,negative
569514001450672128,negative,negative
569513811285311488,negative,negative
569513703722393601,positive,positive
569513498016923648,negative,negative
569513049507246081,neutral,neutral
569512714961362944,negative,negative
569512239344054274,negative,negative
569510828023488512,negative,negative
569508903735545857,negative,negative
569508469088387072,negative,negative
569508282995486720,negative,negative
569507834930442241,negative,negative
569507197052260354,neutral,neutral
569507060209090561,positive,positive
569506670189137920,negative,negative
569505479795326977,neutral,negative
569505407862902784,negative,negative
569504786879528962,negative,negative
569504366006132736,negative,negative
569504330551861248,negative,negative
569504232971362304,neutral,neutral
569504176306331649,negative,negative
569504172011356160,negative,negative
569503938690584576,negative,negative
569503745974902784,negative,negative
569503649677750272,negative,negative
569503367757754369,negative,negative
569503165713948672,negative,negative
569502953851252737,negative,negative
569502909093646336,negative,negative
569502869243736065,negative,negative
569502353797173248,negative,negative
569501080607813633,positive,positive
569500986638798848,positive,positive
569500360651509760,negative,negative
569500030459117568,negative,negative
569499434633048065,negative,negative
569499431369891840,neutral,neutral
569497995445559298,negative,negative
569497092655345664,negative,negative
569497031322030081,negative,negative
569496936157487104,negative,negative
569496919036305408,negative,negative
569496828376322048,negative,negative
569495111337275392,positive,positive
569493640990625793,negative,negative
569491817600655360,negative,negative
569491456173477889,negative,negative
569491346647445505,neutral,neutral
569491334643347457,negative,negative
569491295766343681,negative,negative
569491079952642051,negative,negative
569490499377061888,negative,negative
569490420356374528,negative,negative
569489032100614144,neutral,neutral
569488705146068993,negative,negative
569487167191425024,negative,negative
569487156399378434,negative,negative
569484965055832065,negative,negative
569484788404322304,negative,negative
569484671672651776,negative,negative
569484085397057536,negative,negative
569483390581383168,positive,positive
569481897203494914,negative,negative
569481676893622272,negative,negative
569481213016023040,negative,negative
569480693782339584,neutral,neutral
569480220203474944,negative,neutral
569480043853946881,negative,negative
569478901166055424,negative,negative
569478023679905792,positive,positive
569477178703908864,negative,negative
569476889313562624,neutral,neutral
569476281974132736,neutral,neutral
569475909226401792,negative,negative
569475306018353152,neutral,neutral
569475245708419072,neutral,neutral
569475092582789120,negative,negative
569475000660422656,neutral,neutral
569474700386045955,positive,positive
569474230854660097,neutral,positive
569473998519578624,negative,negative
569473302940372992,positive,positive
569471635163643905,positive,positive
569471541554978817,negative,negative
569470757673291777,negative,negative
569470098534207489,neutral,neutral
569470053348823040,negative,negative
569469326547222528,negative,negative
569468823625027586,neutral,neutral
569462023173619712,neutral,neutral
569461666695524352,negative,negative
569460417954746368,negative,negative
569459716906229760,neutral,neutral
569459543236874240,negative,negative
569457148129779714,negative,negative
569456035930484737,negative,negative
569454641320062976,negative,negative
569454437288140800,negative,negative
569453313462132736,positive,positive
569451362687143936,negative,negative
569448465991737345,negative,negative
569445528225718272,neutral,negative
569444898660691968,negative,negative
569444456660750337,negative,negative
569441937826164736,negative,negative
569440689253158912,negative,negative
569439706339024896,negative,negative
569439089063280640,negative,negative
569438763115536384,negative,negative
569438531686424577,negative,negative
569435214717562881,negative,negative
569433059168260096,negative,negative
569431307152953344,negative,negative
569428644432617473,negative,negative
569428333500375040,negative,negative
569427993958883328,negative,negative
569420890003410944,negative,negative
569419949007085568,negative,negative
569418652128296960,negative,negative
569418497694035969,negative,negative
569418233322872833,negative,negative
569416650325303297,negative,negative
569415643474362368,neutral,neutral
569415109933531136,negative,negative
569415076400242688,negative,negative
569411383265075203,negative,negative
569407352299847680,negative,negative
569404245142855680,negative,negative
569402506792407041,neutral,negative
569400869768302592,negative,negative
569400431002173441,neutral,neutral
569397314240049152,negative,negative
569395649310883840,negative,negative
569392315409829888,positive,positive
569390507526369280,neutral,neutral
569387614265954304,negative,negative
569385898573299712,negative,negative
569385864712704001,negative,negative
569385784685363201,negative,negative
569385496675295232,negative,negative
569383892542738432,positive,positive
569382132231110656,neutral,neutral
569381891809214464,negative,negative
569380923847909376,negative,negative
